id,official_name,name,maker,barcode,base_amount,base_unit,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,salt_g,calcium_mg,iron_mg,vitamin_a_mcg,vitamin_e_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_c_mg,saturated_fat_g
mext_15046,＜和干菓子類＞　かりんとう　白,かりんとう　白,,,100,g,423,9.7,11.2,76.2,1.7,0,17,0.8,0,1.6,0.12,0.05,0,
mext_15047,＜和干菓子類＞　ごかぼう,ごかぼう,,,100,g,367,10.6,6.4,71.7,4.5,0,48,2,0,0.4,0.03,0.06,0,
mext_15048,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,小麦粉せんべい　磯部せんべい,,,100,g,377,4.3,0.8,89.3,1.3,1.3,11,0.3,0,0.1,0.06,0.02,0,
mext_15049,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,小麦粉せんべい　かわらせんべい,,,100,g,390,7,3.2,84.9,1.2,0.1,10,0.6,51,0.4,0.07,0.11,0,
mext_15050,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,小麦粉せんべい　巻きせんべい,,,100,g,386,4.3,1.4,90.4,1,0.1,22,0.3,17,0.2,0.05,0.04,0,
mext_15051,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,小麦粉せんべい　南部せんべい　ごま入り,,,100,g,423,11.2,11.1,72,4.2,1.1,240,2.2,0,0.3,0.27,0.08,0,
mext_15052,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,小麦粉せんべい　南部せんべい　落花生入り,,,100,g,421,11.7,9.5,73.9,3.5,0.9,26,0.7,0,2.2,0.17,0.05,0,
mext_15053,＜和干菓子類＞　しおがま,しおがま,,,100,g,348,2.6,0.2,85.5,0.6,1.5,14,0.2,85,0.2,0.02,0.02,0,
mext_15056,＜和干菓子類＞　ひなあられ　関西風,ひなあられ　関西風,,,100,g,385,8,1.4,85.8,1.3,1.7,8,0.3,0,0.1,0.06,0.03,0,
mext_15055,＜和干菓子類＞　ひなあられ　関東風,ひなあられ　関東風,,,100,g,380,9.6,2.8,80.7,2.5,1.5,18,0.8,0,0.2,0.06,0.04,0,
mext_15057,＜和干菓子類＞　米菓　揚げせんべい,米菓　揚げせんべい,,,100,g,458,5.6,17.4,71.3,0.5,1.2,5,0.7,0,2.3,0.08,0.02,0,
mext_15058,＜和干菓子類＞　米菓　甘辛せんべい,米菓　甘辛せんべい,,,100,g,374,6.7,0.9,86.2,0.6,1.2,7,0.9,0,0.2,0.09,0.03,0,
mext_15059,＜和干菓子類＞　米菓　あられ,米菓　あられ,,,100,g,378,7.5,1,84.9,0.8,1.7,8,0.3,0,0.1,0.06,0.03,0,
mext_15060,＜和干菓子類＞　米菓　しょうゆせんべい,米菓　しょうゆせんべい,,,100,g,368,7.3,1,83.9,0.6,1.3,8,1,0,0.2,0.1,0.04,0,
mext_15061,＜和干菓子類＞　ボーロ　小粒,ボーロ　小粒,,,100,g,391,2.5,2.1,90.6,0,0.1,15,0.6,42,0.3,0.01,0.07,0,
mext_15062,＜和干菓子類＞　ボーロ　そばボーロ,ボーロ　そばボーロ,,,100,g,398,7.7,3.4,86.1,1.5,0.3,21,0.9,49,0.4,0.12,0.11,0,
mext_15063,＜和干菓子類＞　松風,松風,,,100,g,378,4,0.7,89.7,1.2,0.1,10,0.3,0,0.1,0.05,0.02,0,
mext_15064,＜和干菓子類＞　みしま豆,みしま豆,,,100,g,402,12.3,8.6,75.8,6,0,65,2.7,0,0.6,0.02,0.08,0,
mext_15065,＜和干菓子類＞　八つ橋,八つ橋,,,100,g,390,3.3,0.5,94.2,0.3,0,3,0.4,0,0.1,0.04,0.01,0,
mext_15066,＜和干菓子類＞　らくがん　らくがん,らくがん　らくがん,,,100,g,384,2.4,0.2,94.3,0.2,0,3,0.2,0,0,0.01,,0,
mext_15067,＜和干菓子類＞　らくがん　麦らくがん,らくがん　麦らくがん,,,100,g,396,4.8,1.8,90.4,5.4,0,16,1.1,0,0.2,0.03,0.04,0,
mext_15068,＜和干菓子類＞　らくがん　もろこしらくがん,らくがん　もろこしらくがん,,,100,g,374,6.6,0.3,89.9,6.9,0.3,16,1.8,0,,0.01,0.01,0,
mext_15125,＜菓子パン類＞　揚げパン,揚げパン,,,100,g,369,8.7,18.7,43.5,1.8,1.1,42,0.6,2,4.3,0.18,0.13,0,
mext_15069,＜菓子パン類＞　あんパン　こしあん入り,あんパン　こしあん入り,,,100,g,267,6.8,3.6,53.5,2.5,0.3,30,1,10,0.4,0.06,0.07,0,
mext_15168,＜菓子パン類＞　あんパン　つぶしあん入り,あんパン　つぶしあん入り,,,100,g,266,7,3.8,53,3.3,0.3,23,1,10,0.4,0.06,0.07,0,
mext_15126,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,あんパン　薄皮タイプ　こしあん入り,,,100,g,256,6.6,3.5,51.9,2.4,0.1,36,1.3,4,0.1,0.03,0.04,0,
mext_15169,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,あんパン　薄皮タイプ　つぶしあん入り,,,100,g,258,6.8,3.7,51.4,3.2,0.2,21,1.3,4,0.2,0.04,0.05,0,
mext_15127,＜菓子パン類＞　カレーパン　皮及び具,カレーパン　皮及び具,,,100,g,302,6.6,18.3,32.3,1.6,1.2,24,0.7,34,2.1,0.11,0.15,0,
mext_15128,＜菓子パン類＞　カレーパン　皮のみ,カレーパン　皮のみ,,,100,g,363,7.2,22.4,38.4,1.3,1,23,0.7,10,2.7,0.11,0.18,0,
mext_15129,＜菓子パン類＞　カレーパン　具のみ,カレーパン　具のみ,,,100,g,168,5.3,9.3,18.8,2.4,1.8,28,0.7,87,0.7,0.11,0.07,0,
mext_15070,＜菓子パン類＞　クリームパン,クリームパン,,,100,g,286,7.9,7.4,48.3,1.3,0.4,57,0.8,66,0.8,0.1,0.14,,
mext_15130,＜菓子パン類＞　クリームパン　薄皮タイプ,クリームパン　薄皮タイプ,,,100,g,218,6,7.1,33.9,0.6,0.2,72,0.7,93,0.7,0.07,0.15,,
mext_15071,＜菓子パン類＞　ジャムパン,ジャムパン,,,100,g,285,5.3,3.9,58.1,1.6,0.3,20,0.5,11,0.5,0.07,0.07,3,
mext_15072,＜菓子パン類＞　チョココロネ,チョココロネ,,,100,g,320,5.8,15.3,44.4,1.1,0.4,78,0.6,30,2.1,0.08,0.14,,
mext_15131,＜菓子パン類＞　チョコパン　薄皮タイプ,チョコパン　薄皮タイプ,,,100,g,340,4.7,19.4,40,0.8,0.4,100,0.5,36,2.7,0.07,0.16,,
mext_15132,＜菓子パン類＞　メロンパン,メロンパン,,,100,g,349,8,10.5,59.9,1.7,0.5,26,0.6,40,1.2,0.09,0.1,0,
mext_15181,＜菓子パン類＞　菓子パン　あんなし,菓子パン　あんなし,,,1,個,735,20.5,15.25,135.25,4.25,1.25,65,1.5,42.5,1.75,0.25,0.275,0,
mext_15073,＜ケーキ・ペストリー類＞　シュークリーム,シュークリーム,,,100,g,211,6,11.4,25.5,0.3,0.2,91,0.8,150,0.8,0.07,0.18,1,
mext_15074,＜ケーキ・ペストリー類＞　スポンジケーキ,スポンジケーキ,,,100,g,283,7.9,7.5,52.1,0.7,0.2,27,0.8,120,0.7,0.06,0.18,0,
mext_15075,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,ショートケーキ　果実なし,,,1,個,795,17.25,38,105.75,1.5,0.5,77.5,1.5,325,1.5,0.125,0.375,0,
mext_15170,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,ショートケーキ　いちご,,,1,個,47.1,1.035,2.205,6.405,0.135,0.03,5.1,0.105,19.5,0.105,0.0075,0.0225,2.25,
mext_15133,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,タルト　（洋菓子）,,,100,g,247,4.7,13.5,30.5,1.4,0.2,82,0.6,120,0.7,0.05,0.11,21,
mext_15134,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,チーズケーキ　ベイクドチーズケーキ,,,100,g,299,8.5,21.2,23.3,0.2,0.5,53,0.5,200,1.1,0.04,0.23,2,
mext_15135,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,チーズケーキ　レアチーズケーキ,,,100,g,349,5.8,27.5,22.5,0.3,0.5,98,0.2,160,0.7,0.04,0.16,2,
mext_15182,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,デニッシュペストリー　アメリカンタイプ　プレーン,,,100,g,382,6.2,26.3,35.1,2.1,0.8,27,0.6,56,3.1,0.11,0.12,0,
mext_15076,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン,デニッシュペストリー　デンマークタイプ　プレーン,,,100,g,440,6.5,34,33.2,2.7,0.5,17,0.7,82,3.9,0.11,0.12,0,
mext_15183,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,,,100,g,330,6,15.6,44.9,2.9,0.5,33,1,33,1.8,0.07,0.08,0,
mext_15184,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,,,100,g,323,6,15.7,42.9,3.6,0.5,23,1,33,1.9,0.07,0.08,0,
mext_15171,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,デニッシュペストリー　デンマークタイプ　あん入り　こしあん,,,100,g,384,6.5,21.3,46.1,3.3,0.3,29,1.1,51,2.4,0.07,0.09,0,
mext_15172,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,,,100,g,387,6.6,22,45.2,4.2,0.4,19,1.1,52,2.5,0.08,0.09,0,
mext_15185,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,,,100,g,304,5.8,19.3,31.2,1.4,0.5,51,0.6,83,2.2,0.09,0.14,,
mext_15173,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,,,100,g,417,7.3,29.6,36.6,2.1,0.5,56,0.9,120,3.3,0.11,0.17,,
mext_15077,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,ドーナッツ　イーストドーナッツ　プレーン,,,100,g,379,7.2,20.2,43.9,1.5,0.8,43,0.5,10,2.5,0.09,0.11,,
mext_15174,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,ドーナッツ　イーストドーナッツ　あん入り　こしあん,,,100,g,341,6.8,12.6,52.2,2.6,0.5,45,1,6,1.5,0.06,0.08,0,
mext_15175,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,,,100,g,341,7,13,51.5,3.4,0.6,36,1,7,1.6,0.06,0.08,0,
mext_15176,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,,,100,g,371,7.7,18.9,44.6,1.2,0.6,75,0.7,66,2.2,0.1,0.16,,
mext_15078,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,ドーナッツ　ケーキドーナッツ　プレーン,,,100,g,367,7.2,11.7,60.2,1.2,0.4,42,0.6,54,1.3,0.07,0.12,0,
mext_15177,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,ドーナッツ　ケーキドーナッツ　あん入り　こしあん,,,100,g,353,8.3,5.4,63.7,2.4,0.3,46,1.1,34,0.9,0.05,0.09,0,
mext_15178,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,,,100,g,355,8.6,5.7,63.1,3.4,0.3,36,1.1,35,0.9,0.06,0.09,0,
mext_15179,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,,,100,g,375,9.6,10.5,56.7,0.7,0.4,76,0.8,100,1.4,0.09,0.17,,
mext_15079,＜ケーキ・ペストリー類＞　パイ　パイ皮,パイ　パイ皮,,,100,g,373,5,25.4,36.4,1.3,1,9,0.3,0,2.5,0.05,0.02,0,
mext_15080,＜ケーキ・ペストリー類＞　パイ　アップルパイ,パイ　アップルパイ,,,100,g,294,4,17.5,32.8,1.2,0.4,5,0.2,,1.2,0.03,0.01,1,
mext_15081,＜ケーキ・ペストリー類＞　パイ　ミートパイ,パイ　ミートパイ,,,100,g,381,9.7,29.9,22.2,1.8,1.1,11,0.5,36,2.2,0.14,0.05,,
mext_15082,＜ケーキ・ペストリー類＞　バターケーキ,バターケーキ,,,100,g,422,5.8,25.3,48,0.7,0.6,22,0.6,200,0.8,0.05,0.12,0,
mext_15083,＜ケーキ・ペストリー類＞　ホットケーキ,ホットケーキ,,,100,g,253,7.7,5.4,45.3,1.1,0.7,110,0.5,52,0.5,0.08,0.16,,
mext_15084,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,ワッフル　カスタードクリーム入り,,,100,g,241,7.3,7.9,38.1,0.8,0.2,99,0.8,110,0.8,0.08,0.19,1,
mext_15085,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,ワッフル　ジャム入り,,,100,g,279,4.9,4.2,57.3,1.3,0.1,44,0.4,32,0.4,0.05,0.09,6,
mext_15086,＜デザート菓子類＞　カスタードプリン,カスタードプリン,,,100,g,116,5.7,5.5,14,0,0.2,81,0.5,88,0.5,0.04,0.2,1,
mext_15136,＜デザート菓子類＞　牛乳寒天,牛乳寒天,,,100,g,61,1.1,1.3,12.2,0.5,0,38,0.1,13,,0.01,0.05,,
mext_15142,＜デザート菓子類＞　こんにゃくゼリー,こんにゃくゼリー,,,100,g,65,0,0.1,16.4,0.8,0.1,15,,0,0,,0,0,
mext_15087,＜デザート菓子類＞　ゼリー　オレンジ,ゼリー　オレンジ,,,100,g,80,2.1,0.1,19.8,0.2,0,9,0.1,4,0.3,0.07,0.02,40,
mext_15088,＜デザート菓子類＞　ゼリー　コーヒー,ゼリー　コーヒー,,,100,g,43,1.6,0,10.3,0,0,2,,0,0,0,,0,
mext_15089,＜デザート菓子類＞　ゼリー　ミルク,ゼリー　ミルク,,,100,g,103,4.3,3.7,14.4,0,0.1,110,,37,0.1,0.04,0.15,1,
mext_15090,＜デザート菓子類＞　ゼリー　ワイン,ゼリー　ワイン,,,100,g,65,1.7,0,13.2,0,0,1,0.1,0,0,0,0,0,
mext_15091,＜デザート菓子類＞　ババロア,ババロア,,,100,g,204,5.6,12.9,19.9,0,0.1,72,0.6,130,0.6,0.04,0.13,,
mext_15092,＜ビスケット類＞　ウエハース,ウエハース,,,100,g,439,7.6,13.6,75.3,1.2,1.2,21,0.6,17,1.1,0.03,0.08,0,
mext_15141,＜ビスケット類＞　ウエハース　クリーム入り,ウエハース　クリーム入り,,,100,g,492,7.5,21.8,65.5,2.1,0.9,16,0.5,13,1.9,0.02,0.06,0,
mext_15093,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,クラッカー　オイルスプレークラッカー,,,100,g,481,8.5,22.5,63.9,2.1,1.5,180,0.8,0,12,0.08,0.04,0,
mext_15094,＜ビスケット類＞　クラッカー　ソーダクラッカー,クラッカー　ソーダクラッカー,,,100,g,421,10.4,9.8,74.4,2.1,1.9,55,0.7,0,1.5,0.05,0.04,0,
mext_15095,＜ビスケット類＞　サブレ,サブレ,,,100,g,459,6.1,16.6,73.5,1.3,0.2,36,0.5,30,1.7,0.07,0.07,0,
mext_15054,＜ビスケット類＞　中華風クッキー,中華風クッキー,,,100,g,513,5.1,29.5,61.8,1.1,0.2,25,0.4,27,0.4,0.06,0.06,0,
mext_15097,＜ビスケット類＞　ビスケット　ハードビスケット,ビスケット　ハードビスケット,,,100,g,422,7.6,10,77.8,2.3,0.8,330,0.9,18,0.9,0.13,0.22,0,
mext_15098,＜ビスケット類＞　ビスケット　ソフトビスケット,ビスケット　ソフトビスケット,,,100,g,512,5.7,27.6,62.6,1.4,0.6,20,0.5,150,2.2,0.06,0.05,0,
mext_15099,＜ビスケット類＞　プレッツェル,プレッツェル,,,100,g,465,9.9,18.6,68.2,2.6,1.9,36,0.9,5,2.6,0.13,0.11,,
mext_15096,＜ビスケット類＞　リーフパイ,リーフパイ,,,100,g,558,5.8,35.5,55.8,1.7,0.1,14,0.4,0,3.5,0.08,0.02,0,
mext_15100,＜ビスケット類＞　ロシアケーキ,ロシアケーキ,,,100,g,486,5.8,23.4,65.8,1.8,0.5,41,0.5,1,4.5,0.06,0.14,0,
mext_15101,＜スナック類＞　小麦粉あられ,小麦粉あられ,,,100,g,472,7.6,19.5,68.8,2.3,1.8,18,0.5,0,2,0.1,0.03,0,
mext_15102,＜スナック類＞　コーンスナック,コーンスナック,,,100,g,516,5.2,27.1,65.3,1,1.2,50,0.4,11,3.7,0.02,0.05,0,
mext_15103,＜スナック類＞　ポテトチップス　ポテトチップス,ポテトチップス　ポテトチップス,,,100,g,541,4.7,35.2,54.7,4.2,1,17,1.7,0,6.2,0.26,0.06,15,
mext_15104,＜スナック類＞　ポテトチップス　成形ポテトチップス,ポテトチップス　成形ポテトチップス,,,100,g,515,5.8,32,57.3,4.8,0.9,49,1.2,0,2.6,0.25,0.05,9,
mext_15109,＜キャンデー類＞　かわり玉,かわり玉,,,100,g,392,0,0,99.5,0,0,1,0,0,0,0,0,0,
mext_15105,＜キャンデー類＞　キャラメル,キャラメル,,,100,g,426,4,11.7,77.9,0,0.3,190,0.3,110,0.5,0.09,0.18,0,
mext_15107,＜キャンデー類＞　ゼリーキャンデー,ゼリーキャンデー,,,100,g,334,,0,83.9,0.9,0,8,0.1,0,0,0,0,0,
mext_15108,＜キャンデー類＞　ゼリービーンズ,ゼリービーンズ,,,100,g,358,,,90.4,0.9,0,10,0.2,0,0,0,0,0,
mext_15110,＜キャンデー類＞　ドロップ,ドロップ,,,100,g,389,0,0,98,0,0,1,,0,0,0,0,0,
mext_15111,＜キャンデー類＞　バタースコッチ,バタースコッチ,,,100,g,414,,6.5,91,0,0.4,2,,62,0.1,0,,0,
mext_15112,＜キャンデー類＞　ブリットル,ブリットル,,,100,g,506,12.6,26.5,58.1,3.6,0.2,26,0.9,0,5.4,0.12,0.07,0,
mext_15113,＜キャンデー類＞　マシュマロ,マシュマロ,,,100,g,324,2.1,0,79.3,0,0,1,0.1,0,0,0,0,0,
mext_15106,＜キャンデー類＞　ラムネ,ラムネ,,,100,g,373,0,0.5,92.2,0,0.2,110,0.1,0,0,0,0,2,
mext_15137,＜チョコレート類＞　アーモンドチョコレート,アーモンドチョコレート,,,100,g,562,11.4,40.4,43.3,6.1,0.1,240,2.8,43,11,0.19,0.64,0,
mext_15114,＜チョコレート類＞　カバーリングチョコレート,カバーリングチョコレート,,,100,g,488,7.1,24.3,64.2,3.2,0.3,160,1.6,42,0.9,0.15,0.27,0,
mext_15186,＜チョコレート類＞　スイートチョコレート,スイートチョコレート,,,100,g,530,5.8,37.7,52.6,7.7,0,60,4,8,0.8,0.12,0.11,0,
mext_15187,＜チョコレート類＞　スイートチョコレート　カカオ増量,スイートチョコレート　カカオ増量,,,100,g,539,8.9,41.3,43.3,13.1,0,71,9.3,3,0.5,0.15,0.11,0,
mext_15115,＜チョコレート類＞　ホワイトチョコレート,ホワイトチョコレート,,,100,g,588,7.2,39.5,50.9,0.6,0.2,250,0.1,50,0.8,0.08,0.39,,
mext_15116,＜チョコレート類＞　ミルクチョコレート,ミルクチョコレート,,,100,g,550,6.9,34.1,55.8,3.9,0.2,240,2.4,66,0.7,0.19,0.41,0,
mext_15117,＜果実菓子類＞　マロングラッセ,マロングラッセ,,,100,g,303,1.1,0.3,77.4,,0.1,8,0.6,1,,,0.03,0,
mext_15118,＜チューインガム類＞　板ガム,板ガム,,,100,g,388,0,0,96.9,0,0,3,0.1,0,,0,0,0,
mext_15119,＜チューインガム類＞　糖衣ガム,糖衣ガム,,,100,g,390,0,0,97.6,0,0,1,0.1,0,,0,0,0,
mext_15120,＜チューインガム類＞　風船ガム,風船ガム,,,100,g,387,0,0,96.7,0,0,3,0.1,0,,0,0,0,
mext_15138,＜その他＞　カスタードクリーム,カスタードクリーム,,,100,g,174,5.1,7.6,24.8,0.2,0.1,93,0.7,120,2.5,0.07,0.16,1,
mext_15139,＜その他＞　しるこ　こしあん,しるこ　こしあん,,,100,g,211,4.7,0.3,48.7,3.2,0,35,1.3,0,0,0.01,0.02,0,
mext_15140,＜その他＞　しるこ　つぶしあん,しるこ　つぶしあん,,,100,g,179,4.2,0.4,40.5,4.3,0.1,14,1.1,0,0.1,0.01,0.02,,
mext_15180,＜その他＞　チョコレートクリーム,チョコレートクリーム,,,100,g,481,4.6,32,47.3,0.6,0.5,160,0.6,53,4.3,0.07,0.23,1,
mext_16001,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,清酒　普通酒,,,100,g,107,0.4,,4.9,0,0,3,,0,0,,0,0,
mext_16002,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,清酒　純米酒,,,100,g,102,0.4,,3.6,0,0,3,0.1,0,0,,0,0,
mext_16003,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,清酒　本醸造酒,,,100,g,106,0.4,0,4.5,0,0,3,,0,0,,0,0,
mext_16004,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,清酒　吟醸酒,,,100,g,103,0.3,0,3.6,0,0,2,,0,0,0,0,0,
mext_16005,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,清酒　純米吟醸酒,,,100,g,102,0.4,0,4.1,0,0,2,,0,0,0,0,0,
mext_16006,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,ビール　淡色,,,100,g,39,0.3,0,3.1,0,0,3,,0,0,0,0.02,0,
mext_16007,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,ビール　黒,,,100,g,45,0.4,,3.6,0.2,0,3,0.1,0,0,0,0.04,0,
mext_16008,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,ビール　スタウト,,,100,g,62,0.5,,4.9,0.3,0,3,0.1,0,0,0,0.05,0,
mext_16009,＜アルコール飲料類＞　（醸造酒類）　発泡酒,発泡酒,,,100,g,44,0.1,0,3.6,0,0,4,0,0,0,0,0.01,0,
mext_16010,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,ぶどう酒　白,,,100,g,75,0.1,,2,,0,8,0.3,0,,0,0,0,
mext_16011,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,ぶどう酒　赤,,,100,g,68,0.2,,1.5,,0,7,0.4,0,,0,0.01,0,
mext_16012,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,ぶどう酒　ロゼ,,,100,g,71,0.1,,4,0,0,10,0.4,0,0,0,0,0,
mext_16013,＜アルコール飲料類＞　（醸造酒類）　紹興酒,紹興酒,,,100,g,126,1.7,,5.1,,0,25,0.3,0,,,0.03,0,
mext_16014,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,しょうちゅう　連続式蒸留しょうちゅう,,,100,g,203,0,0,0,0,0,,,0,,0,0,0,
mext_16015,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,しょうちゅう　単式蒸留しょうちゅう,,,100,g,144,0,0,0,0,,,,0,,0,0,0,
mext_16060,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,しょうちゅう　泡盛,,,100,g,206,,,0,,0,,,,,,,,
mext_16016,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,ウイスキー,,,100,g,234,0,0,0,0,0,0,,0,,0,0,0,
mext_16017,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,ブランデー,,,100,g,234,0,0,0,0,0,0,0,0,,0,0,0,
mext_16018,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,ウオッカ,,,100,g,237,0,0,,0,0,0,0,0,,0,0,0,
mext_16019,＜アルコール飲料類＞　（蒸留酒類）　ジン,ジン,,,100,g,280,0,,0.1,0,0,0,0,0,,0,0,0,
mext_16020,＜アルコール飲料類＞　（蒸留酒類）　ラム,ラム,,,100,g,237,0,,0.1,0,0,0,0,0,,0,0,0,
mext_16021,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,マオタイ酒,,,100,g,317,0,0,0,0,0,2,0.3,0,,0,0,0,
mext_16022,＜アルコール飲料類＞　（混成酒類）　梅酒,梅酒,,,100,g,155,0.1,,20.7,,0,1,,0,,0,0.01,0,
mext_16023,＜アルコール飲料類＞　（混成酒類）　合成清酒,合成清酒,,,100,g,108,0.1,0,5.3,,0,2,0,0,,0,0,0,
mext_16024,＜アルコール飲料類＞　（混成酒類）　白酒,白酒,,,100,g,236,1.9,,48.1,,0,3,0.1,0,,0.02,0.01,1,
mext_16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,みりん　本みりん,,,100,g,241,0.3,,43.2,,0,2,0,0,,,0,0,
mext_16026,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,みりん　本直し,,,100,g,179,0.1,,14.4,,0,2,0,0,,0,0,0,
mext_16027,＜アルコール飲料類＞　（混成酒類）　薬味酒,薬味酒,,,100,g,181,,,26.8,,0,1,,0,,0,0,0,
mext_16028,＜アルコール飲料類＞　（混成酒類）　キュラソー,キュラソー,,,100,g,319,,,26.4,,0,,0,0,,0,0,0,
mext_16029,＜アルコール飲料類＞　（混成酒類）　スイートワイン,スイートワイン,,,100,g,125,0.1,0,13.4,,0,5,0.3,0,,0,,0,
mext_16030,＜アルコール飲料類＞　（混成酒類）　ペパーミント,ペパーミント,,,100,g,300,0,0,37.6,,0,,0,0,,0,0,0,
mext_16031,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,ベルモット　甘口タイプ,,,100,g,151,0.1,0,16.4,,0,6,0.3,,,0,0,0,
mext_16032,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,ベルモット　辛口タイプ,,,100,g,113,0.1,0,3.7,,0,8,0.3,,,0,0,0,
mext_16059,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,缶チューハイ　レモン風味,,,100,g,51,0,,2.9,0.1,0,1,0,0,0,0,0,0,
mext_16033,＜茶類＞　（緑茶類）　玉露　茶,玉露　茶,,,100,g,241,29.1,4.1,43.9,43.9,0,390,10,1800,16,0.3,1.16,110,
mext_16034,＜茶類＞　（緑茶類）　玉露　浸出液,玉露　浸出液,,,100,g,5,1.3,0,,,0,4,0.2,0,,0.02,0.11,19,
mext_16035,＜茶類＞　（緑茶類）　抹茶　茶,抹茶　茶,,,100,g,237,29.6,5.3,39.5,38.5,0,420,17,2400,28,0.6,1.35,60,
mext_16036,＜茶類＞　（緑茶類）　せん茶　茶,せん茶　茶,,,100,g,229,24.5,4.7,47.7,46.5,0,450,20,1100,65,0.36,1.43,260,
mext_16037,＜茶類＞　（緑茶類）　せん茶　浸出液,せん茶　浸出液,,,100,g,2,0.2,0,0.2,,0,3,0.2,0,,0,0.05,6,
mext_16038,＜茶類＞　（緑茶類）　かまいり茶　浸出液,かまいり茶　浸出液,,,100,g,1,0.1,0,,,0,4,,0,,0,0.04,4,
